Animal ID,Animal Name,Animal Type,Sex,Years Old,Months Old,Primary Breed,Primary Color,Tag Number,Intake Date,Intake Type,Intake Subtype,Outcome Type,Outcome Subtype,Outcome Date,Intake Day of the Week,Outcome Day of the Week
A058251,,Other,Unknown,1,,RACCOON,BLACK,,08/10/2020,Stray,Animal Control,Euthanized,Wildlife,08/10/2020,Monday,Monday
A058252,FELTON,Cat,Neutered Male,,3,DOMESTIC SH,BLACK,981020035575790,08/10/2020,Transfer,,Foster,Create Space,11/04/2020,Monday,Wednesday
A058252,FELTON,Cat,Neutered Male,,3,DOMESTIC SH,BLACK,981020035575790,12/31/2020,Foster,,Transfer,Rescue Group,01/04/2021,Thursday,Monday
A058267,MOLLY,Dog,Female,2,,LABRADOR RETR,CHOCOLATE,981020037825330,08/12/2020,Stray,Animal Control,Return to Owner,,08/12/2020,Wednesday,Wednesday
A058267,MOLLY,Dog,Female,2,,LABRADOR RETR,CHOCOLATE,981020037825330,11/25/2021,Stray,Animal Control,Return to Owner,Walk-In,11/26/2021,Thursday,Friday
A058269,ZEUS,Cat,Neutered Male,,1,DOMESTIC SH,BLK TABBY,,08/23/2020,Foster,Over the Counter,Foster,,08/25/2020,Sunday,Tuesday
A058269,ZEUS,Cat,Neutered Male,,1,DOMESTIC SH,BLK TABBY,,08/13/2020,Stray,Over the Counter,Foster,Behavior Manageable,08/18/2020,Thursday,Tuesday
A058269,ZEUS,Cat,Neutered Male,,1,DOMESTIC SH,BLK TABBY,981020037830962,10/16/2020,Foster,Over the Counter,Adoption,Website Information,10/16/2020,Friday,Friday
A058283,CINNAMON,Cat,Neutered Male,,2.5,DOMESTIC SH,BLACK,981020037691914,08/14/2020,Stray,Over the Counter,Adoption,Website Information,08/26/2020,Friday,Wednesday
A058285,SIMONE,Cat,Spayed Female,6,,DOMESTIC SH,DIL CALICO,,08/14/2020,Stray,Over the Counter,Foster,FINDER,08/14/2020,Friday,Friday
A058285,SIMONE,Cat,Spayed Female,6,,DOMESTIC SH,DIL CALICO,981020039182214,02/12/2021,Foster,Over the Counter,Adoption,,02/12/2021,Friday,Friday
A058286,,Other,Unknown,,6,RABBIT SH,BROWN,,08/14/2020,Owner Surrendered,Animal Control,Transfer,,08/15/2020,Friday,Saturday
A058290,,Other,Female,1,,RABBIT SH,BLACK,,08/14/2020,Owner Surrendered,Animal Control,Transfer,Private Animal Shelter,08/17/2020,Friday,Monday
A058292,,Other,Unknown,,6,RABBIT SH,WHITE,,08/14/2020,Owner Surrendered,Animal Control,Transfer,,08/15/2020,Friday,Saturday
A058293,,Other,Male,,4,RABBIT SH,WHITE,,08/14/2020,Owner Surrendered,Animal Control,Transfer,Private Animal Shelter,08/17/2020,Friday,Monday
A058300,SNOWFLAKE,Cat,Spayed Female,,1,DOMESTIC SH,WHITE,,08/15/2020,Stray,Over the Counter,Foster,,08/15/2020,Saturday,Saturday
A058300,SNOWFLAKE,Cat,Spayed Female,,1,DOMESTIC SH,WHITE,981020037694383,10/20/2020,Foster,Over the Counter,Adoption,,10/20/2020,Tuesday,Tuesday
A058309,KINA,Cat,Spayed Female,1,,DOMESTIC SH,WHITE,981020037672466,01/19/2021,Foster,Over the Counter,Foster,Behavior Manageable,02/01/2021,Tuesday,Monday
A058309,KINA,Cat,Spayed Female,1,,DOMESTIC SH,WHITE,981020037672466,08/15/2020,Transfer,,Foster,,08/15/2020,Saturday,Saturday
A058309,KINA,Cat,Spayed Female,1,,DOMESTIC SH,WHITE,981020037672466,12/01/2021,Foster,Over the Counter,Transfer,Rescue Group,12/01/2021,Wednesday,Wednesday
A058312,PRINCESS LOLA,Other,Neutered Male,1,1,RABBIT SH,WHITE,981020037699034,08/16/2020,Owner Surrendered,OTC APPT,Adoption,Website Information,08/26/2020,Sunday,Wednesday
A058313,PIRATE,Dog,Neutered Male,3,,BEAGLE,TRICOLOR,50739,08/16/2020,Stray,Animal Control,Foster,,08/27/2020,Sunday,Thursday
A058313,PIRATE,Dog,Neutered Male,3,,BEAGLE,TRICOLOR,981020037688981,09/06/2020,Foster,Over the Counter,Adoption,Website Information,09/21/2020,Sunday,Monday
A058317,RANGER,Cat,Neutered Male,,0.85,DOMESTIC SH,BLK TABBY,981020037684013,09/14/2020,Foster,Over the Counter,Adoption,Referral,09/14/2020,Monday,Monday
A058317,RANGER,Cat,Neutered Male,,0.85,DOMESTIC SH,BLK TABBY,,08/16/2020,Owner Surrendered,Over the Counter,Foster,Underage or Underweight,08/16/2020,Sunday,Sunday
A058318,SUNDAY,Cat,Spayed Female,,1.15,RUSSIAN BLUE,GRAY,,08/16/2020,Stray,Animal Control,Foster,,08/18/2020,Sunday,Tuesday
A058318,SUNDAY,Cat,Spayed Female,,1.15,RUSSIAN BLUE,GRAY,981020035566097,09/23/2020,Foster,Over the Counter,Adoption,Website Information,09/23/2020,Wednesday,Wednesday
A058319,COLTON,Dog,Neutered Male,2,,PIT BULL,BROWN,981020037682646,08/17/2020,Stray,Animal Control,Adoption,Website Information,09/09/2020,Monday,Wednesday
A058326,SNAPPER,Cat,Neutered Male,,1.75,DOMESTIC SH,BLK TABBY,981020037679431,08/17/2020,Stray,Over the Counter,Adoption,Website Information,08/31/2020,Monday,Monday
A058327,SCALLOP,Cat,Neutered Male,,1.75,DOMESTIC SH,BRN TABBY,981020035554845,08/17/2020,Stray,Over the Counter,Adoption,Website Information,09/19/2020,Monday,Saturday
A058328,ELIZABETH SWANN,Cat,Spayed Female,2,,DOMESTIC SH,BLACK,981020037669768,08/17/2020,Stray,Animal Control,Return to Owner,,09/17/2020,Monday,Thursday
A058329,POE,Cat,Neutered Male,,1.85,DOMESTIC SH,GRAY,981020039156662,08/17/2020,Stray,Animal Control,Adoption,Website Information,08/29/2020,Monday,Saturday
A058330,,Cat,Spayed Female,,1.85,DOMESTIC SH,GRAY,981020037670281,08/17/2020,Stray,Animal Control,Adoption,Website Information,08/23/2020,Monday,Sunday
A058331,POSEY,Cat,Spayed Female,,1.85,DOMESTIC SH,BLACK,981020039177494,08/17/2020,Stray,Animal Control,Adoption,Website Information,08/29/2020,Monday,Saturday
A058345,KODA,Dog,Neutered Male,,9,CHIHUAHUA SH,BLACK,981020037687101,08/19/2020,Owner Surrendered,Over the Counter,Adoption,,08/19/2020,Wednesday,Wednesday
A058346,,Dog,Female,,1,PIT BULL,BROWN,,08/19/2020,Disposal Request of Deceased Pet,Over the Counter,Disposal of Deceased Pet,,08/19/2020,Wednesday,Wednesday
A058347,GIRLFRIEND,Cat,Spayed Female,,0.75,DOMESTIC SH,BRN TABBY,,08/22/2020,Foster,Over the Counter,Foster,,08/22/2020,Saturday,Saturday
A058347,GIRLFRIEND,Cat,Spayed Female,,0.75,DOMESTIC SH,BRN TABBY,,08/19/2020,Stray,Animal Control,Foster,Underage or Underweight,08/19/2020,Wednesday,Wednesday
A058347,GIRLFRIEND,Cat,Spayed Female,,0.75,DOMESTIC SH,BRN TABBY,,09/23/2020,Foster,Over the Counter,Adoption,,09/23/2020,Wednesday,Wednesday
A058347,GIRLFRIEND,Cat,Spayed Female,,0.75,DOMESTIC SH,BRN TABBY,,08/30/2020,Foster,,Foster,Underage or Underweight,08/30/2020,Sunday,Sunday
A058348,MARILYN,Cat,Spayed Female,,0.75,DOMESTIC SH,BRN TABBY,,08/30/2020,Foster,,Foster,Underage or Underweight,08/30/2020,Sunday,Sunday
A058348,MARILYN,Cat,Spayed Female,,0.75,DOMESTIC SH,BRN TABBY,981020035559557,10/07/2020,Foster,Over the Counter,Adoption,Website Information,10/07/2020,Wednesday,Wednesday
A058348,MARILYN,Cat,Spayed Female,,0.75,DOMESTIC SH,BRN TABBY,981020035559557,08/19/2020,Stray,Animal Control,Foster,Underage or Underweight,08/19/2020,Wednesday,Wednesday
A058348,MARILYN,Cat,Spayed Female,,0.75,DOMESTIC SH,BRN TABBY,,08/22/2020,Foster,Over the Counter,Foster,,08/22/2020,Saturday,Saturday
A058354,,Cat,Male,1,,DOMESTIC MH,BLACK,,08/19/2020,Stray,Animal Control,Disposal of Deceased Pet,,08/19/2020,Wednesday,Wednesday
A058355,TINA,Dog,Female,10,0,CHOW CHOW,TAN,981020037700697,08/20/2020,Owner Surrendered,OTC APPT,Transfer,Rescue Group,09/12/2020,Thursday,Saturday
A058357,THUNDER,Other,Male,1,,GUINEA PIG,TRICOLOR,,08/20/2020,Owner Surrendered,OTC APPT,Adoption,Website Information,08/25/2020,Thursday,Tuesday
A058358,CRACKLE,Cat,Neutered Male,,1,DOMESTIC SH,GRAY,,08/20/2020,Stray,Over the Counter,Foster,Underage or Underweight,08/20/2020,Thursday,Thursday
A058358,CRACKLE,Cat,Neutered Male,,1,DOMESTIC SH,GRAY,981020037672468,11/10/2020,Foster,Over the Counter,Adoption,Website Information,11/10/2020,Tuesday,Tuesday
A058360,POP,Cat,Spayed Female,,1,DOMESTIC SH,GRAY,981020037678065,11/10/2020,Foster,Over the Counter,Adoption,Website Information,11/10/2020,Tuesday,Tuesday
A058360,POP,Cat,Spayed Female,,1,DOMESTIC SH,GRAY,,08/20/2020,Stray,Over the Counter,Foster,Underage or Underweight,08/20/2020,Thursday,Thursday
A058362,BUD,Cat,Neutered Male,,1,DOMESTIC SH,GRAY,981020037668513,08/20/2020,Stray,Over the Counter,Foster,Underage or Underweight,08/20/2020,Thursday,Thursday
A058362,BUD,Cat,Neutered Male,,1,DOMESTIC SH,GRAY,981020037668513,10/10/2020,Foster,Over the Counter,Adoption,Website Information,10/11/2020,Saturday,Sunday
A058370,RADISH,Cat,Spayed Female,,2,DOMESTIC SH,TORTIE,981020037676773,08/20/2020,Stray,Animal Control,Adoption,Website Information,08/30/2020,Thursday,Sunday
A058375,SURF RIDER,Cat,Male,2,,DOMESTIC SH,GRAY TABBY,50820,08/21/2020,Stray,Over the Counter,Transfer,,09/17/2020,Friday,Thursday
A058387,ROSALINA,Cat,Spayed Female,,3,DOMESTIC SH,GRAY,,08/21/2020,Stray,Animal Control,Foster,Underage or Underweight,08/23/2020,Friday,Sunday
A058387,ROSALINA,Cat,Spayed Female,,3,DOMESTIC SH,GRAY,981020037692738,09/29/2020,Foster,Over the Counter,Adoption,Website Information,09/29/2020,Tuesday,Tuesday
A058388,,Dog,Neutered Male,,5,PIT BULL,TAN,981020037672728,08/22/2020,Stray,Over the Counter,Adoption,,08/28/2020,Saturday,Friday
A058398,KIWI,Other,Male,4,,HEDGEHOG,GRAY,,08/23/2020,Owner Surrendered,OTC APPT,Adoption,,08/23/2020,Sunday,Sunday
A058399,,Dog,Neutered Male,4,,PIT BULL,WHITE,,08/23/2020,Stray,Over the Counter,Return to Owner,Outside of Shelter,08/23/2020,Sunday,Sunday
A058408,,Dog,Neutered Male,3,,CHIHUAHUA SH,TAN,981020037679365,08/24/2020,Stray,Animal Control,Adoption,Website Information,09/04/2020,Monday,Friday
A058409,,Dog,Spayed Female,,5,PIT BULL,BLACK,981020037697807,08/24/2020,Stray,Animal Control,Adoption,Website Information,08/30/2020,Monday,Sunday
A058411,,Cat,Male,,3,DOMESTIC SH,ORG TABBY,,08/24/2020,Disposal Request of Deceased Pet,Animal Control,Disposal of Deceased Pet,,08/24/2020,Monday,Monday
A058412,GLADYS,Cat,Spayed Female,,3,DOMESTIC SH,BRN TABBY,981020035576944,08/25/2020,Stray,Over the Counter,Euthanized,Vet Clinic,10/14/2020,Tuesday,Wednesday
A058424,JUNGO,Cat,Neutered Male,,5,DOMESTIC SH,BLACK,981020037679860,08/25/2020,Owner Surrendered,Over the Counter,Adoption,Website Information,10/16/2020,Tuesday,Friday
A058426,STORM,Cat,Spayed Female,,6,DOMESTIC SH,BLACK,981020037560949,08/25/2020,Owner Surrendered,Over the Counter,Transfer,,10/10/2020,Tuesday,Saturday
A058427,BLADE,Cat,Neutered Male,,6,DOMESTIC SH,BLACK,981020037698930,08/25/2020,Owner Surrendered,Over the Counter,Transfer,,10/10/2020,Tuesday,Saturday
A058429,FROGGY,Cat,Neutered Male,,,DOMESTIC SH,WHITE,981020039189515,11/18/2020,Foster,Over the Counter,Adoption,Website Information,11/18/2020,Wednesday,Wednesday
A058429,FROGGY,Cat,Neutered Male,,,DOMESTIC SH,WHITE,,08/25/2020,Stray,Animal Control,Foster,,08/25/2020,Tuesday,Tuesday
A058429,FROGGY,Cat,Neutered Male,,,DOMESTIC SH,WHITE,,09/15/2020,Foster,Over the Counter,Foster,Underage or Underweight,09/15/2020,Tuesday,Tuesday
A058430,PIGGY,Cat,Spayed Female,,,DOMESTIC SH,BLACK,,09/15/2020,Foster,Over the Counter,Foster,Underage or Underweight,09/15/2020,Tuesday,Tuesday
A058430,PIGGY,Cat,Spayed Female,,,DOMESTIC SH,BLACK,,08/25/2020,Stray,Animal Control,Foster,,08/25/2020,Tuesday,Tuesday
A058430,PIGGY,Cat,Spayed Female,,,DOMESTIC SH,BLACK,981020039184313,11/27/2020,Foster,Over the Counter,Adoption,,11/27/2020,Friday,Friday
A058431,,Cat,Female,,,DOMESTIC SH,CALICO,,08/25/2020,Stray,Animal Control,Foster,,08/25/2020,Tuesday,Tuesday
A058431,,Cat,Female,,,DOMESTIC SH,CALICO,,09/06/2020,Foster,,Disposal of Deceased Pet,RETURN,09/06/2020,Sunday,Sunday
A058432,PHAROAH,Cat,Neutered Male,5,,DOMESTIC SH,BLACK,981020037701422,08/22/2020,Stray,Animal Control,Return to Owner,,09/02/2020,Saturday,Wednesday
A058435,RUE,Dog,Neutered Male,10,,PIT BULL,BR BRINDLE,,08/25/2020,Stray,Animal Control,Return to Owner,Outside of Shelter,08/25/2020,Tuesday,Tuesday
A058446,,Cat,Neutered Male,,,DOMESTIC MH,GRAY,981020035565527,09/18/2020,Foster,Over the Counter,Adoption,Website Information,09/18/2020,Friday,Friday
A058446,,Cat,Neutered Male,,,DOMESTIC MH,GRAY,,08/26/2020,Owner Surrendered,Over the Counter,Foster,Underage or Underweight,08/26/2020,Wednesday,Wednesday
A058447,,Cat,Neutered Male,,,DOMESTIC SH,GRAY,,08/26/2020,Owner Surrendered,Over the Counter,Foster,Underage or Underweight,08/26/2020,Wednesday,Wednesday
A058447,,Cat,Neutered Male,,,DOMESTIC SH,GRAY,981020035576055,09/18/2020,Foster,Over the Counter,Adoption,Website Information,09/20/2020,Friday,Sunday
A058448,FAYE,Cat,Spayed Female,,,DOMESTIC MH,GRAY,981020035571591,09/18/2020,Foster,Over the Counter,Adoption,Website Information,09/18/2020,Friday,Friday
A058448,FAYE,Cat,Spayed Female,,,DOMESTIC MH,GRAY,,08/26/2020,Owner Surrendered,Over the Counter,Foster,Underage or Underweight,08/26/2020,Wednesday,Wednesday
A058457,BLUE,Other,Neutered Male,,6,LOP-HOLLAND,CALICO,981020037692085,08/28/2020,Owner Surrendered,Over the Counter,Adoption,Website Information,09/02/2020,Friday,Wednesday
A058460,DAKOTA,Dog,Neutered Male,5,,CHIHUAHUA SH,TAN,981020037691879,08/28/2020,Stray,Animal Control,Return to Owner,Website Information,08/31/2020,Friday,Monday
A058463,BOBBY,Cat,Unknown,9,,DOMESTIC SH,BRN TABBY,,08/29/2020,Disposal Request of Deceased Pet,Over the Counter,Disposal of Deceased Pet,,08/29/2020,Saturday,Saturday
A058464,TOKONA,Dog,Spayed Female,,3,CATAHOULA,BLUE MERLE,981020037700113,08/29/2020,Stray,Over the Counter,Adoption,Website Information,09/05/2020,Saturday,Saturday
A058466,,Cat,Male,,,DOMESTIC SH,GRAY,,08/29/2020,Stray,Over the Counter,Euthanized,Illness Severe,08/29/2020,Saturday,Saturday
A058469,RAIN,Cat,Spayed Female,,1.75,DOMESTIC SH,DIL CALICO,,08/29/2020,Stray,Animal Control,Foster,Underage or Underweight,09/02/2020,Saturday,Wednesday
A058469,RAIN,Cat,Spayed Female,,1.75,DOMESTIC SH,DIL CALICO,981020037672538,09/08/2020,Foster,Over the Counter,Foster,,09/09/2020,Tuesday,Wednesday
A058469,RAIN,Cat,Spayed Female,,1.75,DOMESTIC SH,DIL CALICO,981020037672538,10/03/2020,Foster,Over the Counter,Adoption,,10/03/2020,Saturday,Saturday
A058470,EVA,Dog,Spayed Female,,8,COCKER SPAN,BLACK,992000000194739,09/26/2020,Foster,Over the Counter,Adoption,Website Information,09/26/2020,Saturday,Saturday
A058470,EVA,Dog,Spayed Female,,8,COCKER SPAN,BLACK,992000000194739,09/01/2020,Owner Surrendered,Over the Counter,Foster,M/L DOG,09/10/2020,Tuesday,Thursday
A058470,EVA,Dog,Spayed Female,,8,COCKER SPAN,BLACK,992000000194739,08/29/2020,Confiscated,Animal Cruelty,Return to Owner,,09/01/2020,Saturday,Tuesday
A058488,BANJO,Cat,Neutered Male,,1,DOMESTIC SH,BRN TABBY,,09/01/2020,Stray,Over the Counter,Foster,Underage or Underweight,09/07/2020,Tuesday,Monday
A058488,BANJO,Cat,Neutered Male,,1,DOMESTIC SH,BRN TABBY,,10/18/2020,Foster,Over the Counter,Foster,Create Space,10/18/2020,Sunday,Sunday
A058488,BANJO,Cat,Neutered Male,,1,DOMESTIC SH,BRN TABBY,981020037695602,10/28/2020,Foster,Over the Counter,Adoption,,10/29/2020,Wednesday,Thursday
A058489,BEAN,Cat,Spayed Female,,1,DOMESTIC SH,BRN TABBY,981020037682576,10/18/2020,Foster,Over the Counter,Adoption,Website Information,10/18/2020,Sunday,Sunday
A058489,BEAN,Cat,Spayed Female,,1,DOMESTIC SH,BRN TABBY,,09/01/2020,Stray,Over the Counter,Foster,Underage or Underweight,09/07/2020,Tuesday,Monday
A058490,MIGHTY MARGEUX,Cat,Spayed Female,,1,DOMESTIC MH,BLACK,,09/01/2020,Stray,Over the Counter,Foster,Underage or Underweight,09/07/2020,Tuesday,Monday
A058490,MIGHTY MARGEUX,Cat,Spayed Female,,1,DOMESTIC MH,BLACK,,10/18/2020,Foster,Over the Counter,Foster,Create Space,10/18/2020,Sunday,Sunday
A058490,MIGHTY MARGEUX,Cat,Spayed Female,,1,DOMESTIC MH,BLACK,981020037673319,10/21/2020,Foster,Over the Counter,Adoption,,10/22/2020,Wednesday,Thursday
A058491,SIYA,Dog,Female,6,,PIT BULL,GRAY,L20-009179,09/01/2020,Stray,Animal Control,Return to Owner,,09/02/2020,Tuesday,Wednesday
A058492,FIONA,Cat,Spayed Female,,0.9,DOMESTIC SH,CALICO,,09/02/2020,Stray,Over the Counter,Foster,Underage or Underweight,09/02/2020,Wednesday,Wednesday
A058492,FIONA,Cat,Spayed Female,,0.9,DOMESTIC SH,CALICO,,09/12/2020,Foster,Over the Counter,Foster,,09/14/2020,Saturday,Monday
A058492,FIONA,Cat,Spayed Female,,0.9,DOMESTIC SH,CALICO,981020037694255,10/14/2020,Foster,Over the Counter,Adoption,Referral,10/14/2020,Wednesday,Wednesday
A058493,BUGSY,Cat,Neutered Male,,1.9,DOMESTIC SH,BLACK,981020039187957,11/19/2020,Foster,Over the Counter,Adoption,Walk-In,11/23/2020,Thursday,Monday
A058493,BUGSY,Cat,Neutered Male,,1.9,DOMESTIC SH,BLACK,,09/02/2020,Stray,Over the Counter,Foster,Underage or Underweight,09/07/2020,Wednesday,Monday
A058503,PERSIA,Cat,Spayed Female,3,,DOMESTIC SH,BLK TABBY,0000000,09/03/2020,Stray,Animal Control,Transfer,,11/10/2020,Thursday,Tuesday
A058504,AMIRA,Cat,Spayed Female,11,,DOMESTIC SH,TORBIE,051088097,09/03/2020,Stray,Over the Counter,Return to Owner,,09/04/2020,Thursday,Friday
A058505,DIEGO,Cat,Neutered Male,,1.5,DOMESTIC MH,GRAY,,09/03/2020,Stray,Over the Counter,Foster,Underage or Underweight,09/10/2020,Thursday,Thursday
A058505,DIEGO,Cat,Neutered Male,,1.5,DOMESTIC MH,GRAY,981020035567157,09/22/2020,Foster,Over the Counter,Adoption,Website Information,09/22/2020,Tuesday,Tuesday
A058506,PHOENIX,Cat,Spayed Female,,1.5,DOMESTIC SH,BLACK,981020037674001,09/26/2020,Foster,Over the Counter,Adoption,Website Information,09/26/2020,Saturday,Saturday
A058506,PHOENIX,Cat,Spayed Female,,1.5,DOMESTIC SH,BLACK,,09/03/2020,Stray,Animal Control,Foster,,09/06/2020,Thursday,Sunday
A058509,SONOMA,Cat,Spayed Female,,1,SIAMESE,SEAL PT,,09/03/2020,Stray,Animal Control,Foster,Underage or Underweight,09/09/2020,Thursday,Wednesday
A058509,SONOMA,Cat,Spayed Female,,1,SIAMESE,SEAL PT,981020037692239,10/08/2020,Foster,Over the Counter,Adoption,,10/08/2020,Thursday,Thursday
A058514,,Cat,Male,2,,DOMESTIC SH,BLACK,,09/04/2020,Stray,Animal Control,Disposal of Deceased Pet,,09/04/2020,Friday,Friday
A058516,,Cat,Female,,4,DOMESTIC SH,BRN TABBY,,09/04/2020,Stray,Over the Counter,Transfer,,09/10/2020,Friday,Thursday
A058517,CHYNO,Dog,Male,15,,SHIBA INU,TAN,,09/04/2020,Stray,Animal Control,Return to Owner,,09/05/2020,Friday,Saturday
A058519,,Dog,Female,,,PIT BULL,GRAY,,09/04/2020,Confiscated,Animal Cruelty,Return to Owner,,09/08/2020,Friday,Tuesday
A058521,,Dog,Male,,,PIT BULL,BLACK,,09/04/2020,Confiscated,Animal Cruelty,Return to Owner,,09/08/2020,Friday,Tuesday
A058522,,Dog,Male,,,PIT BULL,BLACK,,09/04/2020,Confiscated,Animal Cruelty,Return to Owner,,09/08/2020,Friday,Tuesday
A058523,,Dog,Male,,,PIT BULL,GRAY,,09/04/2020,Confiscated,Animal Cruelty,Return to Owner,,09/08/2020,Friday,Tuesday
A058524,,Dog,Male,,,PIT BULL,BLACK,,09/04/2020,Confiscated,Animal Cruelty,Return to Owner,,09/08/2020,Friday,Tuesday
A058530,WHISKEY,Cat,Spayed Female,3,,DOMESTIC SH,CALICO,,09/05/2020,Stray,Over the Counter,Return to Owner,,09/06/2020,Saturday,Sunday
A058530,WHISKEY,Cat,Spayed Female,3,,DOMESTIC SH,CALICO,981020027936806,09/06/2020,Owner Surrendered,Over the Counter,Adoption,Website Information,10/04/2020,Sunday,Sunday
A058531,FINNEGAN,Dog,Neutered Male,5,,PUG,FAWN,941000019865619,09/05/2020,Owner Surrendered,OTC APPT,Adoption,Website Information,09/11/2020,Saturday,Friday
A058544,KANE,Dog,Neutered Male,,6,PIT BULL,BLUE BRINDLE,50782,09/06/2020,Stray,Animal Control,Return to Owner,Phone Call,09/06/2020,Sunday,Sunday
A058544,KANE,Dog,Neutered Male,,6,PIT BULL,BLUE BRINDLE,50782,09/09/2020,Stray,Over the Counter,Return to Owner,,09/09/2020,Wednesday,Wednesday
A058544,KANE,Dog,Neutered Male,,6,PIT BULL,BLUE BRINDLE,,10/26/2020,Stray,Animal Control,Return to Owner,,10/28/2020,Monday,Wednesday
A058544,KANE,Dog,Neutered Male,,6,PIT BULL,BLUE BRINDLE,981020037699083,10/28/2020,Owner Surrendered,Over the Counter,Adoption,,11/07/2020,Wednesday,Saturday
A058544,KANE,Dog,Neutered Male,,6,PIT BULL,BLUE BRINDLE,981020037699083,02/05/2021,Owner Surrendered,Animal Control,Adoption,Walk-In,02/07/2021,Friday,Sunday
A058551,,Dog,Spayed Female,,2,MALTESE,WHITE,981020037676067,09/07/2020,Owner Surrendered,Over the Counter,Adoption,Referral,09/07/2020,Monday,Monday
A058564,ELVIS,Other,Neutered Male,2,,LOP-HOLLAND,BLACK,981020035547781,09/08/2020,Owner Surrendered,Over the Counter,Adoption,,09/17/2020,Tuesday,Thursday
A058565,SNOW,Dog,Female,,6,PIT BULL,WHITE,03959,09/08/2020,Stray,Animal Control,Return to Owner,Walk-In,09/09/2020,Tuesday,Wednesday
A058565,SNOW,Dog,Female,,6,PIT BULL,WHITE,03959,12/28/2020,Stray,Animal Control,Return to Owner,Walk-In,12/30/2020,Monday,Wednesday
A058565,SNOW,Dog,Female,,6,PIT BULL,WHITE,981020025504828,03/10/2021,Stray,Animal Control,Return to Owner,Walk-In,03/15/2021,Wednesday,Monday
A058566,ROYALTY,Dog,Spayed Female,,6,PIT BULL,BR BRINDLE,50803,09/08/2020,Stray,Animal Control,Adoption,Website Information,09/15/2020,Tuesday,Tuesday
A058570,COOKIE,Other,Female,1,,GUINEA PIG,BROWN,,09/08/2020,Owner Surrendered,Over the Counter,Adoption,,09/13/2020,Tuesday,Sunday
A058571,DIABLO,Dog,Male,8,,PIT BULL,BROWN,L20-009190,09/08/2020,Stray,Animal Control,Return to Owner,,09/09/2020,Tuesday,Wednesday
A058572,YORK,Cat,Neutered Male,1,,RUSSIAN BLUE,GRAY,981020037700408,09/08/2020,Stray,Over the Counter,Adoption,Website Information,09/29/2020,Tuesday,Tuesday
A058583,MOOSETRACKS,Cat,Neutered Male,,3.25,DOMESTIC LH,ORG TABBY,981020035551168,09/09/2020,Transfer,Transfer from Private Shelter,Adoption,Website Information,09/19/2020,Wednesday,Saturday
A058584,ROCKY ROAD,Cat,Neutered Male,,3,DOMESTIC LH,ORG TABBY,981020035560236,09/09/2020,Transfer,Transfer from Private Shelter,Adoption,Website Information,09/16/2020,Wednesday,Wednesday
A058585,BRAVO,Cat,Neutered Male,,,DOMESTIC MH,BRN TABBY,G-196345,09/09/2020,Transfer,Transfer from Private Shelter,Transfer,,09/16/2020,Wednesday,Wednesday
A058586,PONGO,Dog,Neutered Male,1,,PIT BULL,BLUE,981020035568353,09/10/2020,Stray,Over the Counter,Adoption,Website Information,10/25/2020,Thursday,Sunday
A058588,,Dog,Spayed Female,,3,PIT BULL,TAN,981020037700661,09/10/2020,Stray,Over the Counter,Adoption,Website Information,09/16/2020,Thursday,Wednesday
A058608,,Bird,Unknown,2,,GOOSE,GRAY,,09/11/2020,Stray,Animal Control,Euthanized,Injury Severe,09/11/2020,Friday,Friday
A058609,TARYN,Cat,Spayed Female,,,DOMESTIC SH,BLACK,,09/12/2020,Stray,Over the Counter,Foster,,09/12/2020,Saturday,Saturday
A058609,TARYN,Cat,Spayed Female,,,DOMESTIC SH,BLACK,981020039185718,11/19/2020,Foster,Over the Counter,Adoption,,11/19/2020,Thursday,Thursday
